id,info
NEWS07803_8,0
NEWS07803_9,0
NEWS07803_10,0
NEWS07803_11,0
NEWS07803_12,0
NEWS07803_13,0
NEWS07803_14,0
NEWS07803_15,0
NEWS07803_16,0
NEWS07803_17,0
NEWS07803_18,0
NEWS07803_19,0
NEWS07803_20,0
NEWS07803_21,0
NEWS07803_22,0
NEWS07803_23,0
NEWS07803_24,0
NEWS07803_25,0
NEWS07803_26,0
NEWS07803_27,0
NEWS07803_28,0
NEWS07803_29,0
NEWS07803_30,0
NEWS07803_31,0
NEWS07803_32,0
NEWS07803_33,0
NEWS07803_34,0
NEWS07803_35,0
NEWS07803_36,0
NEWS07803_37,0
NEWS07803_38,0
NEWS07803_39,0
NEWS07803_40,0
NEWS07803_41,0
NEWS07803_42,0
NEWS07803_43,0
NEWS07803_44,0
NEWS07803_45,0
NEWS07803_46,0
NEWS07803_47,0
NEWS07803_48,0
NEWS07803_49,0
NEWS07803_50,0
NEWS07803_51,0
NEWS07803_52,0
NEWS07803_53,0
NEWS07803_54,1
NEWS07803_55,1
NEWS07803_56,0
NEWS01500_1,0
NEWS01500_2,0
NEWS01500_3,0
NEWS01500_4,0
NEWS01500_5,0
NEWS01500_6,0
NEWS01500_7,0
NEWS01500_8,0
NEWS01500_9,1
NEWS01500_10,1
NEWS01500_11,0
NEWS00304_1,0
NEWS00304_2,0
NEWS00304_3,0
NEWS00304_4,0
NEWS00304_5,0
NEWS00304_6,1
NEWS00304_7,1
NEWS00304_8,0
NEWS00877_1,0
NEWS00877_2,0
NEWS00877_3,0
NEWS00877_4,0
NEWS00877_5,0
NEWS00877_6,0
NEWS00877_7,0
NEWS00877_8,0
NEWS00877_9,0
NEWS00877_10,0
NEWS00877_11,1
NEWS00877_12,0
NEWS09704_1,0
NEWS09704_2,0
NEWS09704_3,0
NEWS09704_4,0
NEWS09704_5,0
NEWS09704_6,0
NEWS09704_7,1
NEWS09704_8,1
NEWS09704_9,0
NEWS04538_1,0
NEWS04538_2,0
NEWS04538_3,0
NEWS04538_4,0
NEWS04538_5,0
NEWS04538_6,0
NEWS04538_7,0
NEWS04538_8,0
NEWS04538_9,0
NEWS04538_10,0
NEWS04538_11,1
NEWS04538_12,1
NEWS04538_13,0
NEWS07735_1,1
NEWS07735_2,0
NEWS07735_3,0
NEWS07735_4,0
NEWS07735_5,1
NEWS07735_6,0
NEWS07735_7,1
NEWS07735_8,1
NEWS07735_9,1
NEWS07735_10,1
NEWS07735_11,0
NEWS08622_1,0
NEWS08622_2,0
NEWS08622_3,0
NEWS08622_4,1
NEWS08622_5,1
NEWS08622_6,0
NEWS09642_1,0
NEWS09642_2,0
NEWS09642_3,0
NEWS09642_4,0
NEWS09642_5,0
NEWS09642_6,0
NEWS09642_7,0
NEWS09642_8,0
NEWS09642_9,0
NEWS09642_10,0
NEWS09642_11,0
NEWS09642_12,0
NEWS09642_13,0
NEWS09642_14,0
NEWS09642_15,0
NEWS09642_16,0
NEWS09642_17,0
NEWS09642_18,0
NEWS09642_19,0
NEWS09642_20,0
NEWS09642_21,0
NEWS09642_22,0
NEWS09642_23,0
NEWS09642_24,0
NEWS09642_25,0
NEWS09642_26,0
NEWS09642_27,0
NEWS09642_28,0
NEWS09642_29,0
NEWS09642_30,0
NEWS09642_31,1
NEWS09642_32,1
NEWS09642_33,0
NEWS03913_1,0
NEWS03913_2,0
NEWS03913_3,0
NEWS03913_4,0
NEWS03913_5,0
NEWS03913_6,0
NEWS03913_7,0
NEWS03913_8,0
NEWS03913_9,0
NEWS03913_10,0
NEWS03913_11,0
NEWS03913_12,0
NEWS03913_13,0
NEWS03913_14,0
NEWS03913_15,0
NEWS03913_16,0
NEWS03913_17,0
NEWS03913_18,0
NEWS03913_19,1
NEWS03913_20,1
NEWS03913_21,0
NEWS03817_1,1
NEWS03817_2,0
NEWS03817_3,0
NEWS03817_4,0
NEWS03817_5,0
NEWS03817_6,0
NEWS03817_7,0
NEWS03817_8,0
NEWS03817_9,0
NEWS03817_10,0
NEWS03817_11,0
NEWS03817_12,0
NEWS03817_13,0
NEWS03817_14,0
NEWS03817_15,0
NEWS03817_16,0
NEWS03817_17,0
NEWS03817_18,0
NEWS03817_19,0
NEWS03817_20,0
NEWS03817_21,0
NEWS03817_22,0
NEWS03817_23,0
NEWS03817_24,0
NEWS03817_25,1
NEWS03817_26,1
NEWS03817_27,0
NEWS00222_1,0
NEWS00222_2,0
NEWS00222_3,0
NEWS00222_4,0
NEWS00222_5,0
NEWS00222_6,0
NEWS00222_7,0
NEWS00222_8,0
NEWS00222_9,0
NEWS00222_10,0
NEWS00222_11,0
NEWS00222_12,0
NEWS00222_13,0
NEWS00222_14,0
NEWS00222_15,0
NEWS00222_16,0
NEWS00222_17,1
NEWS00222_18,1
NEWS00222_19,0
NEWS05164_1,0
NEWS05164_2,0
NEWS05164_3,0
NEWS05164_4,0
NEWS05164_5,0
NEWS05164_6,0
NEWS05164_7,0
NEWS05164_8,0
NEWS05164_9,0
NEWS05164_10,0
NEWS05164_11,0
NEWS05164_12,0
NEWS05164_13,0
NEWS05164_14,0
NEWS05164_15,0
NEWS05164_16,0
NEWS05164_17,0
NEWS05164_18,0
NEWS05164_19,0
NEWS05164_20,1
NEWS05164_21,1
NEWS05164_22,0
NEWS05343_1,0
NEWS05343_2,0
NEWS05343_3,0
NEWS05343_4,0
NEWS05343_5,0
NEWS05343_6,0
NEWS05343_7,0
NEWS05343_8,0
NEWS05343_9,0
NEWS05343_10,0
NEWS05343_11,0
NEWS05343_12,0
NEWS05343_13,0
NEWS05343_14,1
NEWS05343_15,1
NEWS05343_16,0
NEWS06078_1,0
NEWS06078_2,0
NEWS06078_3,0
NEWS06078_4,0
NEWS06078_5,0
NEWS06078_6,0
NEWS06078_7,0
NEWS06078_8,0
NEWS06078_9,0
NEWS06078_10,0
NEWS06078_11,0
NEWS06078_12,1
NEWS06078_13,1
NEWS06078_14,0
NEWS09761_1,0
NEWS09761_2,0
NEWS09761_3,0
NEWS09761_4,0
NEWS09761_5,0
NEWS09761_6,0
NEWS09761_7,0
NEWS09761_8,0
NEWS09761_9,0
NEWS09761_10,0
NEWS09761_11,0
NEWS09761_12,1
NEWS09761_13,1
NEWS09761_14,0
NEWS02936_1,0
NEWS02936_2,0
NEWS02936_3,0
NEWS02936_4,0
NEWS02936_5,0
NEWS02936_6,0
NEWS02936_7,0
NEWS02936_8,0
NEWS02936_9,0
NEWS02936_10,0
NEWS02936_11,0
NEWS02936_12,0
NEWS02936_13,0
NEWS02936_14,0
NEWS02936_15,0
NEWS02936_16,0
NEWS02936_17,0
NEWS02936_18,0
NEWS02936_19,0
NEWS02936_20,0
NEWS02936_21,0
NEWS02936_22,1
NEWS02936_23,1
NEWS02936_24,0
NEWS06893_1,0
NEWS06893_2,1
NEWS06893_3,0
NEWS06893_4,1
NEWS06893_5,1
NEWS06893_6,1
NEWS06893_7,1
NEWS06893_8,1
NEWS06893_9,1
NEWS06893_10,1
NEWS06893_11,1
NEWS06893_12,1
NEWS06893_13,0
NEWS08772_1,0
NEWS08772_2,0
NEWS08772_3,0
NEWS08772_4,1
NEWS08772_5,1
NEWS08772_6,0
NEWS03068_1,0
NEWS03068_2,0
NEWS03068_3,0
NEWS03068_4,0
NEWS03068_5,0
NEWS03068_6,0
NEWS03068_7,0
NEWS03068_8,1
NEWS03068_9,1
NEWS03068_10,0
NEWS03703_1,0
NEWS03703_2,0
NEWS03703_3,0
NEWS03703_4,0
NEWS03703_5,0
NEWS03703_6,0
NEWS03703_7,0
NEWS03703_8,0
NEWS03703_9,1
NEWS03703_10,1
NEWS03703_11,0
NEWS02137_1,0
NEWS02137_2,1
NEWS02137_3,1
NEWS02137_4,0
NEWS06189_1,0
NEWS06189_2,0
NEWS06189_3,0
NEWS06189_4,0
NEWS06189_5,0
NEWS06189_6,0
NEWS06189_7,0
NEWS06189_8,0
NEWS06189_9,0
NEWS06189_10,0
NEWS06189_11,0
NEWS06189_12,0
NEWS06189_13,0
NEWS06189_14,0
NEWS06189_15,0
NEWS06189_16,0
NEWS06189_17,1
NEWS06189_18,1
NEWS06189_19,0
NEWS08226_1,0
NEWS08226_2,0
NEWS08226_3,0
NEWS08226_4,1
NEWS08226_5,1
NEWS08226_6,0
NEWS03654_1,0
NEWS03654_2,0
NEWS03654_3,0
NEWS03654_4,0
NEWS03654_5,0
NEWS03654_6,1
NEWS03654_7,1
NEWS03654_8,0
NEWS03166_1,0
NEWS03166_2,0
NEWS03166_3,0
NEWS03166_4,0
NEWS03166_5,0
NEWS03166_6,0
NEWS03166_7,0
NEWS03166_8,0
NEWS03166_9,0
NEWS03166_10,0
NEWS03166_11,0
NEWS03166_12,0
NEWS03166_13,0
NEWS03166_14,0
NEWS03166_15,0
NEWS03166_16,0
NEWS03166_17,0
NEWS03166_18,0
NEWS03166_19,0
NEWS03166_20,0
NEWS03166_21,0
NEWS03166_22,0
NEWS03166_23,0
NEWS03166_24,0
NEWS03166_25,0
NEWS03166_26,0
NEWS03166_27,0
NEWS03166_28,0
NEWS03166_29,0
NEWS03166_30,1
NEWS03166_31,1
NEWS03166_32,0
NEWS05910_1,1
NEWS05910_2,1
NEWS05910_3,1
NEWS05910_4,1
NEWS05910_5,1
NEWS05910_6,1
NEWS05910_7,1
NEWS05910_8,1
NEWS05910_9,1
NEWS05910_10,1
NEWS05910_11,1
NEWS05910_12,0
NEWS01447_1,0
NEWS01447_2,0
NEWS01447_3,0
NEWS01447_4,0
NEWS01447_5,0
NEWS01447_6,0
NEWS01447_7,0
NEWS01447_8,0
NEWS01447_9,1
NEWS01447_10,1
NEWS01447_11,0
NEWS00163_1,0
NEWS00163_2,0
NEWS00163_3,0
NEWS00163_4,0
NEWS00163_5,0
NEWS00163_6,0
NEWS00163_7,0
NEWS00163_8,0
NEWS00163_9,0
NEWS00163_10,0
NEWS00163_11,0
NEWS00163_12,0
NEWS00163_13,0
NEWS00163_14,0
NEWS00163_15,0
NEWS00163_16,0
NEWS00163_17,1
NEWS00163_18,1
NEWS00163_19,0
NEWS05595_1,0
NEWS05595_2,0
NEWS05595_3,0
NEWS05595_4,0
NEWS05595_5,0
NEWS05595_6,0
NEWS05595_7,0
NEWS05595_8,0
NEWS05595_9,0
NEWS05595_10,0
NEWS05595_11,0
NEWS05595_12,0
NEWS05595_13,0
NEWS05595_14,0
NEWS05595_15,0
NEWS05595_16,0
NEWS05595_17,0
NEWS05595_18,0
NEWS05595_19,0
NEWS05595_20,0
NEWS05595_21,0
NEWS05595_22,0
NEWS05595_23,0
NEWS05595_24,0
NEWS05595_25,0
NEWS05595_26,0
NEWS05595_27,1
NEWS05595_28,1
NEWS05595_29,0
NEWS07009_1,0
NEWS07009_2,0
NEWS07009_3,0
NEWS07009_4,0
NEWS07009_5,0
NEWS07009_6,0
NEWS07009_7,0
NEWS07009_8,0
NEWS07009_9,0
NEWS07009_10,0
NEWS07009_11,0
NEWS07009_12,0
NEWS07009_13,0
NEWS07009_14,0
NEWS07009_15,0
NEWS07009_16,0
NEWS07009_17,0
NEWS07009_18,0
NEWS07009_19,0
NEWS07009_20,0
NEWS07009_21,0
NEWS07009_22,0
NEWS07009_23,0
NEWS07009_24,0
NEWS07009_25,0
NEWS07009_26,0
NEWS07009_27,0
NEWS07009_28,0
NEWS07009_29,0
NEWS07009_30,0
NEWS07009_31,0
NEWS07009_32,0
NEWS07009_33,0
NEWS07009_34,0
NEWS07009_35,0
NEWS07009_36,0
NEWS07009_37,0
NEWS07009_38,0
NEWS07009_39,0
NEWS07009_40,0
NEWS07009_41,0
NEWS07009_42,0
NEWS07009_43,0
NEWS07009_44,1
NEWS07009_45,1
NEWS07009_46,0
NEWS04728_1,0
NEWS04728_2,0
NEWS04728_3,0
NEWS04728_4,0
NEWS04728_5,0
NEWS04728_6,0
NEWS04728_7,0
NEWS04728_8,0
NEWS04728_9,0
NEWS04728_10,0
NEWS04728_11,0
NEWS04728_12,0
NEWS04728_13,0
NEWS04728_14,0
NEWS04728_15,0
NEWS04728_16,0
NEWS04728_17,1
NEWS04728_18,1
NEWS04728_19,0
NEWS00491_1,0
NEWS00491_2,0
NEWS00491_3,0
NEWS00491_4,0
NEWS00491_5,0
NEWS00491_6,1
NEWS00491_7,1
NEWS00491_8,0
NEWS02187_1,0
NEWS02187_2,0
NEWS02187_3,0
NEWS02187_4,0
NEWS02187_5,0
NEWS02187_6,0
NEWS02187_7,0
NEWS02187_8,0
NEWS02187_9,0
NEWS02187_10,0
NEWS02187_11,0
NEWS02187_12,0
NEWS02187_13,0
NEWS02187_14,0
NEWS02187_15,0
NEWS02187_16,0
NEWS02187_17,1
NEWS02187_18,0
NEWS09425_1,0
NEWS09425_2,1
NEWS09425_3,1
NEWS09425_4,1
NEWS09425_5,0
NEWS02232_1,0
NEWS02232_2,0
NEWS02232_3,0
NEWS02232_4,0
NEWS02232_5,0
NEWS02232_6,0
NEWS02232_7,0
NEWS02232_8,0
NEWS02232_9,0
NEWS02232_10,0
NEWS02232_11,0
NEWS02232_12,0
NEWS02232_13,0
NEWS02232_14,0
NEWS02232_15,0
NEWS02232_16,1
NEWS02232_17,1
NEWS02232_18,0
NEWS06930_1,0
NEWS06930_2,0
NEWS06930_3,0
NEWS06930_4,0
NEWS06930_5,0
NEWS06930_6,0
NEWS06930_7,0
NEWS06930_8,0
NEWS06930_9,0
NEWS06930_10,1
NEWS06930_11,1
NEWS06930_12,0
NEWS02951_1,0
NEWS02951_2,0
NEWS02951_3,0
NEWS02951_4,0
NEWS02951_5,0
NEWS02951_6,0
NEWS02951_7,0
NEWS02951_8,0
NEWS02951_9,0
NEWS02951_10,0
NEWS02951_11,1
NEWS02951_12,0
NEWS07335_1,0
NEWS07335_2,0
NEWS07335_3,0
NEWS07335_4,0
NEWS07335_5,0
NEWS07335_6,0
NEWS07335_7,0
NEWS07335_8,0
NEWS07335_9,0
NEWS07335_10,0
NEWS07335_11,0
NEWS07335_12,1
NEWS07335_13,1
NEWS07335_14,0
NEWS09599_1,0
NEWS09599_2,0
NEWS09599_3,0
NEWS09599_4,0
NEWS09599_5,0
NEWS09599_6,0
NEWS09599_7,0
NEWS09599_8,0
NEWS09599_9,1
NEWS09599_10,1
NEWS09599_11,0
NEWS07054_1,0
NEWS07054_2,0
NEWS07054_3,0
NEWS07054_4,0
NEWS07054_5,0
NEWS07054_6,0
NEWS07054_7,0
NEWS07054_8,0
NEWS07054_9,0
NEWS07054_10,0
NEWS07054_11,0
NEWS07054_12,0
NEWS07054_13,0
NEWS07054_14,0
NEWS07054_15,0
NEWS07054_16,1
NEWS07054_17,1
NEWS07054_18,0
NEWS05728_1,1
NEWS05728_2,0
NEWS05728_3,0
NEWS05728_4,0
NEWS05728_5,0
NEWS05728_6,0
NEWS05728_7,0
NEWS05728_8,0
NEWS05728_9,0
NEWS05728_10,0
NEWS05728_11,0
NEWS05728_12,0
NEWS05728_13,0
NEWS05728_14,0
NEWS05728_15,0
NEWS05728_16,0
NEWS05728_17,0
NEWS05728_18,1
NEWS05728_19,1
NEWS05728_20,0
NEWS06344_1,0
NEWS06344_2,0
NEWS06344_3,0
NEWS06344_4,0
NEWS06344_5,0
NEWS06344_6,0
NEWS06344_7,1
NEWS06344_8,1
NEWS06344_9,0
NEWS04359_1,1
NEWS04359_2,0
NEWS04359_3,0
NEWS04359_4,0
NEWS04359_5,0
NEWS04359_6,0
NEWS04359_7,0
NEWS04359_8,0
NEWS04359_9,0
NEWS04359_10,0
NEWS04359_11,0
NEWS04359_12,0
NEWS04359_13,0
NEWS04359_14,0
NEWS04359_15,0
NEWS04359_16,0
NEWS04359_17,1
NEWS04359_18,1
NEWS04359_19,0
NEWS07253_1,0
NEWS07253_2,1
NEWS07253_3,1
NEWS07253_4,0
NEWS07475_1,0
NEWS07475_2,0
NEWS07475_3,0
NEWS07475_4,0
NEWS07475_5,0
NEWS07475_6,0
NEWS07475_7,0
NEWS07475_8,0
NEWS07475_9,1
NEWS07475_10,1
NEWS07475_11,0
NEWS03709_1,0
NEWS03709_2,0
NEWS03709_3,0
NEWS03709_4,0
NEWS03709_5,0
NEWS03709_6,0
NEWS03709_7,0
NEWS03709_8,0
NEWS03709_9,0
NEWS03709_10,0
NEWS03709_11,0
NEWS03709_12,1
NEWS03709_13,1
NEWS03709_14,0
NEWS03157_1,0
NEWS03157_2,0
NEWS03157_3,0
NEWS03157_4,0
NEWS03157_5,0
NEWS03157_6,0
NEWS03157_7,0
NEWS03157_8,0
NEWS03157_9,0
NEWS03157_10,0
NEWS03157_11,0
NEWS03157_12,0
NEWS03157_13,1
NEWS03157_14,1
NEWS03157_15,0
NEWS07574_1,0
NEWS07574_2,0
NEWS07574_3,0
NEWS07574_4,0
NEWS07574_5,0
NEWS07574_6,0
NEWS07574_7,0
NEWS07574_8,0
NEWS07574_9,0
NEWS07574_10,0
NEWS07574_11,0
NEWS07574_12,0
NEWS07574_13,0
NEWS07574_14,0
NEWS07574_15,0
NEWS07574_16,0
NEWS07574_17,1
NEWS07574_18,1
NEWS07574_19,0
NEWS08014_1,0
NEWS08014_2,0
NEWS08014_3,0
NEWS08014_4,0
NEWS08014_5,0
NEWS08014_6,0
NEWS08014_7,0
NEWS08014_8,0
NEWS08014_9,0
NEWS08014_10,0
NEWS08014_11,1
NEWS08014_12,0
NEWS03020_1,0
NEWS03020_2,0
NEWS03020_3,0
NEWS03020_4,0
NEWS03020_5,0
NEWS03020_6,0
NEWS03020_7,0
NEWS03020_8,0
NEWS03020_9,0
NEWS03020_10,0
NEWS03020_11,1
NEWS03020_12,1
NEWS03020_13,0
NEWS03370_1,0
NEWS03370_2,0
NEWS03370_3,0
NEWS03370_4,0
NEWS03370_5,0
NEWS03370_6,0
NEWS03370_7,0
NEWS03370_8,1
NEWS03370_9,1
NEWS03370_10,0
NEWS00615_1,0
NEWS00615_2,0
NEWS00615_3,0
NEWS00615_4,0
NEWS00615_5,0
NEWS00615_6,0
NEWS00615_7,0
NEWS00615_8,0
NEWS00615_9,0
NEWS00615_10,0
NEWS00615_11,0
NEWS00615_12,0
NEWS00615_13,0
NEWS00615_14,0
NEWS00615_15,0
NEWS00615_16,1
NEWS00615_17,1
NEWS00615_18,0
NEWS09400_1,0
NEWS09400_2,0
NEWS09400_3,0
NEWS09400_4,0
NEWS09400_5,0
NEWS09400_6,0
NEWS09400_7,0
NEWS09400_8,0
NEWS09400_9,0
NEWS09400_10,0
NEWS09400_11,0
NEWS09400_12,1
NEWS09400_13,1
NEWS09400_14,0
NEWS07097_1,0
NEWS07097_2,0
NEWS07097_3,0
NEWS07097_4,0
NEWS07097_5,0
NEWS07097_6,0
NEWS07097_7,0
NEWS07097_8,0
NEWS07097_9,0
NEWS07097_10,0
NEWS07097_11,0
NEWS07097_12,0
NEWS07097_13,0
NEWS07097_14,0
NEWS07097_15,0
NEWS07097_16,0
NEWS07097_17,0
NEWS07097_18,0
NEWS07097_19,0
NEWS07097_20,0
NEWS07097_21,0
NEWS07097_22,0
NEWS07097_23,0
NEWS07097_24,0
NEWS07097_25,0
NEWS07097_26,0
NEWS07097_27,0
NEWS07097_28,0
NEWS07097_29,0
NEWS07097_30,0
NEWS07097_31,0
NEWS07097_32,0
NEWS07097_33,0
NEWS07097_34,1
NEWS07097_35,0
NEWS04043_1,0
NEWS04043_2,0
NEWS04043_3,0
NEWS04043_4,1
NEWS04043_5,1
NEWS04043_6,0
NEWS06577_1,0
NEWS06577_2,0
NEWS06577_3,0
NEWS06577_4,0
NEWS06577_5,0
NEWS06577_6,0
NEWS06577_7,0
NEWS06577_8,0
NEWS06577_9,0
NEWS06577_10,1
NEWS06577_11,1
NEWS06577_12,0
NEWS04876_1,0
NEWS04876_2,0
NEWS04876_3,0
NEWS04876_4,1
NEWS04876_5,1
NEWS04876_6,0
NEWS00924_1,0
NEWS00924_2,0
NEWS00924_3,0
NEWS00924_4,0
NEWS00924_5,0
NEWS00924_6,0
NEWS00924_7,0
NEWS00924_8,0
NEWS00924_9,0
NEWS00924_10,0
NEWS00924_11,0
NEWS00924_12,0
NEWS00924_13,0
NEWS00924_14,0
NEWS00924_15,1
NEWS00924_16,1
NEWS00924_17,0
NEWS03399_1,0
NEWS03399_2,0
NEWS03399_3,1
NEWS03399_4,1
NEWS03399_5,0
NEWS04770_1,0
NEWS04770_2,0
NEWS04770_3,1
NEWS04770_4,1
NEWS04770_5,0
NEWS04770_6,0
NEWS04770_7,1
NEWS04770_8,0
NEWS04783_1,0
NEWS04783_2,0
NEWS04783_3,0
NEWS04783_4,0
NEWS04783_5,0
NEWS04783_6,0
NEWS04783_7,0
NEWS04783_8,0
NEWS04783_9,0
NEWS04783_10,0
NEWS04783_11,0
NEWS04783_12,0
NEWS04783_13,0
NEWS04783_14,1
NEWS04783_15,1
NEWS04783_16,0
NEWS00725_1,0
NEWS00725_2,0
NEWS00725_3,0
NEWS00725_4,0
NEWS00725_5,0
NEWS00725_6,0
NEWS00725_7,0
NEWS00725_8,0
NEWS00725_9,1
NEWS00725_10,1
NEWS00725_11,0
NEWS09603_1,1
NEWS09603_2,0
NEWS09603_3,0
NEWS09603_4,0
NEWS09603_5,0
NEWS09603_6,0
NEWS09603_7,0
NEWS09603_8,0
NEWS09603_9,0
NEWS09603_10,0
NEWS09603_11,0
NEWS09603_12,0
NEWS09603_13,0
NEWS09603_14,0
NEWS09603_15,0
NEWS09603_16,0
NEWS09603_17,1
